Jama,Barwa zewn.,Barwa wewn.,Faktura,Domieszka,Ornament,Uwagi,Grupa techn.,guzki miseczkowate,linie ryte,guzki plastyczne,ornament choinkowy,odciski plecionki,otwory na powierzchni,do³ki paznokciowe,obmazywanie,otwory pod wylewem,do³ki palcowe,ornament pseudosznurowy,listwy karbowane,listwy plastyczne,ucha,inne/ nieokreœlone el. plastyczne,ornament stempelkowy,wciêcia w wylewach,ryte okrêgi,wyg³adzanie,nak³uwanie
ar III,b,b,ch,k,otwór na powierzchni,,3b,,,,,,1,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar V,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
ar V,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar V,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar V,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,g,0/k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
ar V,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar V,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar V,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
ar V,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar V,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar V,b,b,g,k,dwie linie ryte,,3a,,1,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar V,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar V,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar V,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar V,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
ar V,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar V,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,c,b,g,0/k,,,1,,,,,,,,,,,,,,,,,,,,
ar V,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar V,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar VI,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VI,b,b,g,k,otwory pod wylewem,,3a,,,,,,,,,1,,,,,,,,,,,
ar VI,b,b,ch,k,poziomy i ukoœny rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
ar VI,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VI,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VI,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VI,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VI,,,,,"odcisk plecionki, otwory na powierzchni",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
ar VI,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VI,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
ar VI,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VI,b,b,ch,k,guz plastyczny,,3b,,,1,,,,,,,,,,,,,,,,,
ar VI,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
ar VI,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VI,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VI,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,"otwory na powierzchni, do³ki paznokciowe",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,guz plastyczny,,3b,,,1,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,,wylew/dno,3a,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,ornament pseudosznurowy,,3a,,,,,,,,,,,1,,,,,,,,,
ar VII,c,b,g,k,"pozioma linia ryta, ukoœne linie ornamentu pseudosznurowego",,1,,1,,,,,,,,,1,,,,,,,,,
ar VII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,c,b,g,k,,,1,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,listwa karbowana,,3b,,,,,,,,,,,,1,,,,,,,,
ar VII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,otwór pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
ar VII,b,b,g,k,otwór pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,c,c,g,k,,,4,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,c,c,g,k,,,4,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
ar VII,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VII,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar VIII,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar VIII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VIII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VIII,b,b,ch,k,listwa karbowana ?,,3b,,,,,,,,,,,,1,,,,,,,,
ar VIII,b,b,ch,k,listwa plastyczna z do³kami paznokciowymi,,3b,,,,,,,,,,,,1,,,,,,,,
ar VIII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VIII,,,,,listewka plastyczna z do³kami,talerz-placek,3c,,,,,,,,,,,,,1,,1,,,,,
ar VIII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VIII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VIII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar VIII,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar VIII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VIII,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar VIII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VIII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VIII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VIII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar VIII,b,b,g,k,,czerpak,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar IX,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,0/k,,dno,3a,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,k,ucho (wa³kowate),wylew,3a,,,,,,,,,,,,,,1,,,,,,
ar IX,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar IX,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar XII,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XIV,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,"rz¹d do³ków paznokciowych, guz plastyczny",,3b,,,1,,,,1,,,,,,,,,,,,,
ar XIV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XIV,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,otwory pod wylewem,,3b,,,,,,,,,1,,,,,,,,,,,
ar XIV,b,b,ch,k,rz¹d do³ków palcowych,,3b,,,,,,,,,,1,,,,,,,,,,
ar XIV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,guz plastyczny z wg³êbieniem,,3b,1,,,,,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,"rz¹d do³ków paznokciowych, otwory pod wylewem",,3b,,,,,,,1,,1,,,,,,,,,,,
ar XIV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XIV,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
ar XIV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XIV,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar XV,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XV,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar XVI,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XVI,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar XVI,b,b,g,k,rz¹d do³ków paznokciowych ?,,3a,,,,,,,1,,,,,,,,,,,,,
ar XVI,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar XVI,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar XVI,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar XVI,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar XVII,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar XVII,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
ar XVII,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar XVII,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar XIX,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
ar XIX,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
ar XIX,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
ar XIX,b,b,ch,k,otwory pod wylewem,,3b,,,,,,,,,1,,,,,,,,,,,
ar XIX,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
ar XIX,b,b,g,0/k,,fragment pokrywki ?,3a,,,,,,,,,,,,,,,,,,,,
ar XIX,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar XIX,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
